priority,product_family,query,page,impressions,ctr_percent,expected_ctr,ctr_gap,position,intent,page_type,metadata_need,recommended_title,title_length_recommended,recommended_meta_description,meta_length_recommended,recommendation_confidence,opportunity_score
HIGH,general,farr x2 for sale,https://www.morfrac.com/blog/news-1/farr-x2-5,28.0,0.0,1.0,1.0,10.11,commercial,blog,missing_meta; short_title,Farr X2 For Sale Technical Guide | MORFRAC,42,"Technical information from MORFRAC about farr x2 for sale, with engineering context, marine applications and practical performance sailing insights.",148,60,90
MEDIUM,dogbone,dogbone,https://www.morfrac.com/es/dogbone,96.0,3.12,3.0,-0.1200000000000001,7.02,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,60,85
MEDIUM,dogbone,dogbones,https://www.morfrac.com/es/dogbone,65.0,0.0,0.6,0.6,20.75,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,60,75
MEDIUM,dogbone,dogbone carriers,https://www.morfrac.com/dogbone,17.0,0.0,1.0,1.0,12.41,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,85
MEDIUM,general,farr x2,https://www.morfrac.com/blog/news-1/farr-x2-5,21.0,0.0,1.0,1.0,11.05,commercial,blog,missing_meta; short_title,Farr X2 Technical Guide | MORFRAC,33,"Technical information from MORFRAC about farr x2, with engineering context, marine applications and practical performance sailing insights.",139,45,80
MEDIUM,shackle,titanium shackle,https://www.morfrac.com/shackle,13.0,15.38,2.0,-13.38,9.77,commercial,landing,short_title,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,45,75
MEDIUM,shackle,titanium shackles,https://www.morfrac.com/shackle,7.0,14.29,3.0,-11.29,7.14,commercial,landing,short_title,Titanium Shackles for High-Load Sailing Hardware | MORFRAC,58,"High-load MORFRAC shackles for sailing hardware applications. Engineered for strength, corrosion resistance and reliable performance in demanding marine systems.",161,45,75
MEDIUM,dogbone,sailing dog bone,https://www.morfrac.com/dogbone,5.0,20.0,3.0,-17.0,7.2,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,45,75
LOW,dogbone,dogbone joint,https://www.morfrac.com/dogbone,51.0,0.0,0.4,0.4,38.9,commercial,landing,short_title,Dogbone Connectors for Sailing Rigging | MORFRAC,48,"Discover MORFRAC dogbone connectors for soft shackles, textile rigging and high-performance sailing hardware. Lightweight, reliable and engineered for demanding marine use.",172,35,65
LOW,general,conurban marine,https://www.morfrac.com/partner,11.0,0.0,3.0,3.0,7.55,unknown,other,serp_ctr_gap,Conurban Marine | MORFRAC,25,"Explore MORFRAC solutions for conurban marine, engineered for high-performance sailing hardware, technical reliability and clean marine system integration.",155,20,55
LOW,general,aluminum vs titanium vs stainless steel,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,9.0,0.0,4.0,4.0,5.33,unknown,blog,long_meta; long_title; serp_ctr_gap,Aluminum Vs Titanium Vs Stainless Steel Technical Guide | MORFRAC,65,"Technical information from MORFRAC about aluminum vs titanium vs stainless steel, with engineering context, marine applications and practical performance sailing insights.",171,20,50
LOW,general,aluminium vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,5.0,0.0,7.0,7.0,3.8,unknown,blog,long_meta; long_title; serp_ctr_gap,Aluminium Vs Stainless Steel Vs Titanium Technical Guide | MORFRAC,66,"Technical information from MORFRAC about aluminium vs stainless steel vs titanium, with engineering context, marine applications and practical performance sailing insights.",172,20,25
LOW,general,aluminum vs stainless steel vs titanium,https://www.morfrac.com/blog/stories-4/aluminium-titanium-stainless-steel-39,31.0,3.23,4.0,0.77,5.16,unknown,blog,long_meta; long_title,Aluminum Vs Stainless Steel Vs Titanium Technical Guide | MORFRAC,65,"Technical information from MORFRAC about aluminum vs stainless steel vs titanium, with engineering context, marine applications and practical performance sailing insights.",171,15,30
